"","gutenberg_id","text"
"173",140,"violin by practicing all night, after working all day on the ""killing"
"174",140,"beds."" He is in his shirt sleeves, with a vest figured with faded gold"
"175",140,"horseshoes, and a pink-striped shirt, suggestive of peppermint candy."
"176",140,"A pair of military trousers, light blue with a yellow stripe, serve to"
"177",140,"give that suggestion of authority proper to the leader of a band. He is"
"178",140,"only about five feet high, but even so these trousers are about eight"
"179",140,"inches short of the ground. You wonder where he can have gotten them or"
"180",140,"rather you would wonder, if the excitement of being in his presence left"
"181",140,"you time to think of such things."
"182",140,""
"183",140,"For he is an inspired man. Every inch of him is inspired--you might"
"184",140,"almost say inspired separately. He stamps with his feet, he tosses his"
"185",140,"head, he sways and swings to and fro; he has a wizened-up little face,"
"186",140,"irresistibly comical; and, when he executes a turn or a flourish, his"
"187",140,"brows knit and his lips work and his eyelids wink--the very ends of"
"188",140,"his necktie bristle out. And every now and then he turns upon his"
"189",140,"companions, nodding, signaling, beckoning frantically--with every inch"
"190",140,"of him appealing, imploring, in behalf of the muses and their call."
"191",140,""
"192",140,"For they are hardly worthy of Tamoszius, the other two members of"
"193",140,"the orchestra. The second violin is a Slovak, a tall, gaunt man with"
"194",140,"black-rimmed spectacles and the mute and patient look of an overdriven"
"195",140,"mule; he responds to the whip but feebly, and then always falls"
"196",140,"back into his old rut. The third man is very fat, with a round, red,"
"197",140,"sentimental nose, and he plays with his eyes turned up to the sky and a"
"198",140,"look of infinite yearning. He is playing a bass part upon his cello,"
"199",140,"and so the excitement is nothing to him; no matter what happens in the"
"200",140,"treble, it is his task to saw out one long-drawn and lugubrious note"
"201",140,"after another, from four o'clock in the afternoon until nearly the same"
"202",140,"hour next morning, for his third of the total income of one dollar per"
"203",140,"hour."
"204",140,""
"205",140,"Before the feast has been five minutes under way, Tamoszius Kuszleika"
"206",140,"has risen in his excitement; a minute or two more and you see that he is"
"207",140,"beginning to edge over toward the tables. His nostrils are dilated and"
"208",140,"his breath comes fast--his demons are driving him. He nods and shakes"
"209",140,"his head at his companions, jerking at them with his violin, until at"
"210",140,"last the long form of the second violinist also rises up. In the end"
"211",140,"all three of them begin advancing, step by step, upon the banqueters,"
"212",140,"Valentinavyczia, the cellist, bumping along with his instrument between"
"213",140,"notes. Finally all three are gathered at the foot of the tables, and"
"214",140,"there Tamoszius mounts upon a stool."
"215",140,""
"216",140,"Now he is in his glory, dominating the scene. Some of the people are"
"217",140,"eating, some are laughing and talking--but you will make a great mistake"
"218",140,"if you think there is one of them who does not hear him. His notes"
"219",140,"are never true, and his fiddle buzzes on the low ones and squeaks and"
"220",140,"scratches on the high; but these things they heed no more than they heed"
"221",140,"the dirt and noise and squalor about them--it is out of this material"
"222",140,"that they have to build their lives, with it that they have to utter"
"223",140,"their souls. And this is their utterance; merry and boisterous, or"
"224",140,"mournful and wailing, or passionate and rebellious, this music is their"
"225",140,"music, music of home. It stretches out its arms to them, they have"
"226",140,"only to give themselves up. Chicago and its saloons and its slums fade"
"227",140,"away--there are green meadows and sunlit rivers, mighty forests and"
"228",140,"snow-clad hills. They behold home landscapes and childhood scenes"
"229",140,"returning; old loves and friendships begin to waken, old joys and griefs"
"230",140,"to laugh and weep. Some fall back and close their eyes, some beat upon"
"231",140,"the table. Now and then one leaps up with a cry and calls for this song"
"232",140,"or that; and then the fire leaps brighter in Tamoszius' eyes, and he"
"233",140,"flings up his fiddle and shouts to his companions, and away they go in"
"234",140,"mad career. The company takes up the choruses, and men and women cry out"
"235",140,"like all possessed; some leap to their feet and stamp upon the floor,"
"236",140,"lifting their glasses and pledging each other. Before long it occurs to"
"237",140,"some one to demand an old wedding song, which celebrates the beauty of"
"238",140,"the bride and the joys of love. In the excitement of this masterpiece"
"239",140,"Tamoszius Kuszleika begins to edge in between the tables, making his"
"240",140,"way toward the head, where sits the bride. There is not a foot of space"
"241",140,"between the chairs of the guests, and Tamoszius is so short that he"
"242",140,"pokes them with his bow whenever he reaches over for the low notes; but"
"243",140,"still he presses in, and insists relentlessly that his companions must"
"244",140,"follow. During their progress, needless to say, the sounds of the cello"
"245",140,"are pretty well extinguished; but at last the three are at the head, and"
"246",140,"Tamoszius takes his station at the right hand of the bride and begins to"
"247",140,"pour out his soul in melting strains."
"248",140,""
"249",140,"Little Ona is too excited to eat. Once in a while she tastes a little"
"250",140,"something, when Cousin Marija pinches her elbow and reminds her; but,"
"251",140,"for the most part, she sits gazing with the same fearful eyes of wonder."
"252",140,"Teta Elzbieta is all in a flutter, like a hummingbird; her sisters,"
"253",140,"too, keep running up behind her, whispering, breathless. But Ona seems"
"254",140,"scarcely to hear them--the music keeps calling, and the far-off look"
"255",140,"comes back, and she sits with her hands pressed together over her heart."
"256",140,"Then the tears begin to come into her eyes; and as she is ashamed to"
"257",140,"wipe them away, and ashamed to let them run down her cheeks, she turns"
"258",140,"and shakes her head a little, and then flushes red when she sees that"
"259",140,"Jurgis is watching her. When in the end Tamoszius Kuszleika has reached"
"260",140,"her side, and is waving his magic wand above her, Ona's cheeks are"
"261",140,"scarlet, and she looks as if she would have to get up and run away."
"262",140,""
"263",140,"In this crisis, however, she is saved by Marija Berczynskas, whom"
"264",140,"the muses suddenly visit. Marija is fond of a song, a song of lovers'"
"265",140,"parting; she wishes to hear it, and, as the musicians do not know it,"
"266",140,"she has risen, and is proceeding to teach them. Marija is short, but"
"267",140,"powerful in build. She works in a canning factory, and all day long she"
"268",140,"handles cans of beef that weigh fourteen pounds. She has a broad"
"269",140,"Slavic face, with prominent red cheeks. When she opens her mouth, it"
"270",140,"is tragical, but you cannot help thinking of a horse. She wears a blue"
"271",140,"flannel shirt-waist, which is now rolled up at the sleeves, disclosing"
"272",140,"her brawny arms; she has a carving fork in her hand, with which she"
"273",140,"pounds on the table to mark the time. As she roars her song, in a voice"
"274",140,"of which it is enough to say that it leaves no portion of the room"
"275",140,"vacant, the three musicians follow her, laboriously and note by note,"
"276",140,"but averaging one note behind; thus they toil through stanza after"
"277",140,"stanza of a lovesick swain's lamentation:--"
"278",140,""
"279",140,"     ""Sudiev' kvietkeli, tu brangiausis;"
"280",140,"     Sudiev' ir laime, man biednam,"
"281",140,"     Matau--paskyre teip Aukszcziausis,"
"282",140,"     Jog vargt ant svieto reik vienam!"""
"283",140,""
"284",140,"When the song is over, it is time for the speech, and old Dede Antanas"
"285",140,"rises to his feet. Grandfather Anthony, Jurgis' father, is not more than"
"286",140,"sixty years of age, but you would think that he was eighty. He has been"
"287",140,"only six months in America, and the change has not done him good. In his"
"288",140,"manhood he worked in a cotton mill, but then a coughing fell upon him,"
"289",140,"and he had to leave; out in the country the trouble disappeared, but he"
"290",140,"has been working in the pickle rooms at Durham's, and the breathing of"
"291",140,"the cold, damp air all day has brought it back. Now as he rises he is"
"292",140,"seized with a coughing fit, and holds himself by his chair and turns"
"293",140,"away his wan and battered face until it passes."
"294",140,""
"295",140,"Generally it is the custom for the speech at a veselija to be taken out"
"296",140,"of one of the books and learned by heart; but in his youthful days Dede"
"297",140,"Antanas used to be a scholar, and really make up all the love letters"
"298",140,"of his friends. Now it is understood that he has composed an original"
"299",140,"speech of congratulation and benediction, and this is one of the events"
"300",140,"of the day. Even the boys, who are romping about the room, draw near and"
"301",140,"listen, and some of the women sob and wipe their aprons in their eyes."
"302",140,"It is very solemn, for Antanas Rudkus has become possessed of the idea"
"303",140,"that he has not much longer to stay with his children. His speech leaves"
"304",140,"them all so tearful that one of the guests, Jokubas Szedvilas, who keeps"
"305",140,"a delicatessen store on Halsted Street, and is fat and hearty, is moved"
"306",140,"to rise and say that things may not be as bad as that, and then to go on"
"307",140,"and make a little speech of his own, in which he showers congratulations"
"308",140,"and prophecies of happiness upon the bride and groom, proceeding to"
"309",140,"particulars which greatly delight the young men, but which cause Ona"
"310",140,"to blush more furiously than ever. Jokubas possesses what his"
"311",140,"wife complacently describes as ""poetiszka vaidintuve""--a poetical"
"312",140,"imagination."
"313",140,""
"314",140,"Now a good many of the guests have finished, and, since there is no"
"315",140,"pretense of ceremony, the banquet begins to break up. Some of the men"
"316",140,"gather about the bar; some wander about, laughing and singing; here"
"317",140,"and there will be a little group, chanting merrily, and in sublime"
"318",140,"indifference to the others and to the orchestra as well. Everybody is"
"319",140,"more or less restless--one would guess that something is on their minds."
"320",140,"And so it proves. The last tardy diners are scarcely given time to"
"321",140,"finish, before the tables and the debris are shoved into the corner, and"
"322",140,"the chairs and the babies piled out of the way, and the real celebration"
"323",140,"of the evening begins. Then Tamoszius Kuszleika, after replenishing"
"324",140,"himself with a pot of beer, returns to his platform, and, standing up,"
"325",140,"reviews the scene; he taps authoritatively upon the side of his violin,"
"326",140,"then tucks it carefully under his chin, then waves his bow in an"
"327",140,"elaborate flourish, and finally smites the sounding strings and closes"
"328",140,"his eyes, and floats away in spirit upon the wings of a dreamy waltz."
"329",140,"His companion follows, but with his eyes open, watching where he treads,"
"330",140,"so to speak; and finally Valentinavyczia, after waiting for a little and"
"331",140,"beating with his foot to get the time, casts up his eyes to the ceiling"
"332",140,"and begins to saw--""Broom! broom! broom!"""
"333",140,""
"334",140,"The company pairs off quickly, and the whole room is soon in motion."
"335",140,"Apparently nobody knows how to waltz, but that is nothing of any"
"336",140,"consequence--there is music, and they dance, each as he pleases, just"
"337",140,"as before they sang. Most of them prefer the ""two-step,"" especially the"
"338",140,"young, with whom it is the fashion. The older people have dances from"
"339",140,"home, strange and complicated steps which they execute with grave"
"340",140,"solemnity. Some do not dance anything at all, but simply hold each"
"341",140,"other's hands and allow the undisciplined joy of motion to express"
"342",140,"itself with their feet. Among these are Jokubas Szedvilas and his wife,"
"343",140,"Lucija, who together keep the delicatessen store, and consume nearly"
"344",140,"as much as they sell; they are too fat to dance, but they stand in the"
"345",140,"middle of the floor, holding each other fast in their arms, rocking"
"346",140,"slowly from side to side and grinning seraphically, a picture of"
"347",140,"toothless and perspiring ecstasy."
"348",140,""
"349",140,"Of these older people many wear clothing reminiscent in some detail"
"350",140,"of home--an embroidered waistcoat or stomacher, or a gaily colored"
"351",140,"handkerchief, or a coat with large cuffs and fancy buttons. All these"
"352",140,"things are carefully avoided by the young, most of whom have learned to"
"353",140,"speak English and to affect the latest style of clothing. The girls wear"
"354",140,"ready-made dresses or shirt waists, and some of them look quite pretty."
"355",140,"Some of the young men you would take to be Americans, of the type of"
"356",140,"clerks, but for the fact that they wear their hats in the room. Each of"
"357",140,"these younger couples affects a style of its own in dancing. Some hold"
"358",140,"each other tightly, some at a cautious distance. Some hold their"
"359",140,"hands out stiffly, some drop them loosely at their sides. Some dance"
"360",140,"springily, some glide softly, some move with grave dignity. There are"
"361",140,"boisterous couples, who tear wildly about the room, knocking every one"
"362",140,"out of their way. There are nervous couples, whom these frighten, and"
"363",140,"who cry, ""Nusfok! Kas yra?"" at them as they pass. Each couple is paired"
"364",140,"for the evening--you will never see them change about. There is Alena"
"365",140,"Jasaityte, for instance, who has danced unending hours with Juozas"
"366",140,"Raczius, to whom she is engaged. Alena is the beauty of the evening,"
"367",140,"and she would be really beautiful if she were not so proud. She wears"
"368",140,"a white shirtwaist, which represents, perhaps, half a week's labor"
"369",140,"painting cans. She holds her skirt with her hand as she dances, with"
"370",140,"stately precision, after the manner of the grandes dames. Juozas is"
"371",140,"driving one of Durham's wagons, and is making big wages. He affects a"
"372",140,"""tough"" aspect, wearing his hat on one side and keeping a cigarette in"
"373",140,"his mouth all the evening. Then there is Jadvyga Marcinkus, who is also"
"374",140,"beautiful, but humble. Jadvyga likewise paints cans, but then she has"
"375",140,"an invalid mother and three little sisters to support by it, and so she"
"376",140,"does not spend her wages for shirtwaists. Jadvyga is small and delicate,"
"377",140,"with jet-black eyes and hair, the latter twisted into a little knot and"
"378",140,"tied on the top of her head. She wears an old white dress which she"
"379",140,"has made herself and worn to parties for the past five years; it is"
"380",140,"high-waisted--almost under her arms, and not very becoming,--but that"
"381",140,"does not trouble Jadvyga, who is dancing with her Mikolas. She is small,"
"382",140,"while he is big and powerful; she nestles in his arms as if she would"
"383",140,"hide herself from view, and leans her head upon his shoulder. He in turn"
"384",140,"has clasped his arms tightly around her, as if he would carry her away;"
"385",140,"and so she dances, and will dance the entire evening, and would dance"
"386",140,"forever, in ecstasy of bliss. You would smile, perhaps, to see them--but"
"387",140,"you would not smile if you knew all the story. This is the fifth year,"
"388",140,"now, that Jadvyga has been engaged to Mikolas, and her heart is sick."
"389",140,"They would have been married in the beginning, only Mikolas has a father"
"390",140,"who is drunk all day, and he is the only other man in a large family."
"391",140,"Even so they might have managed it (for Mikolas is a skilled man) but"
"392",140,"for cruel accidents which have almost taken the heart out of them. He is"
"393",140,"a beef-boner, and that is a dangerous trade, especially when you are on"
"394",140,"piecework and trying to earn a bride. Your hands are slippery, and your"
"395",140,"knife is slippery, and you are toiling like mad, when somebody happens"
"396",140,"to speak to you, or you strike a bone. Then your hand slips up on the"
"397",140,"blade, and there is a fearful gash. And that would not be so bad, only"
"398",140,"for the deadly contagion. The cut may heal, but you never can tell."
"399",140,"Twice now; within the last three years, Mikolas has been lying at home"
"400",140,"with blood poisoning--once for three months and once for nearly seven."
"401",140,"The last time, too, he lost his job, and that meant six weeks more of"
"402",140,"standing at the doors of the packing houses, at six o'clock on bitter"
"403",140,"winter mornings, with a foot of snow on the ground and more in the air."
"404",140,"There are learned people who can tell you out of the statistics that"
"405",140,"beef-boners make forty cents an hour, but, perhaps, these people have"
"406",140,"never looked into a beef-boner's hands."
"407",140,""
"408",140,"When Tamoszius and his companions stop for a rest, as perforce they"
"409",140,"must, now and then, the dancers halt where they are and wait patiently."
"410",140,"They never seem to tire; and there is no place for them to sit down"
"411",140,"if they did. It is only for a minute, anyway, for the leader starts up"
"412",140,"again, in spite of all the protests of the other two. This time it is"
"413",140,"another sort of a dance, a Lithuanian dance. Those who prefer to, go on"
"414",140,"with the two-step, but the majority go through an intricate series of"
"415",140,"motions, resembling more fancy skating than a dance. The climax of it is"
"416",140,"a furious prestissimo, at which the couples seize hands and begin a mad"
"417",140,"whirling. This is quite irresistible, and every one in the room joins"
"418",140,"in, until the place becomes a maze of flying skirts and bodies quite"
"419",140,"dazzling to look upon. But the sight of sights at this moment is"
"420",140,"Tamoszius Kuszleika. The old fiddle squeaks and shrieks in protest, but"
"421",140,"Tamoszius has no mercy. The sweat starts out on his forehead, and he"
"422",140,"bends over like a cyclist on the last lap of a race. His body shakes and"
"423",140,"throbs like a runaway steam engine, and the ear cannot follow the flying"
"424",140,"showers of notes--there is a pale blue mist where you look to see his"
"425",140,"bowing arm. With a most wonderful rush he comes to the end of the tune,"
"426",140,"and flings up his hands and staggers back exhausted; and with a final"
"427",140,"shout of delight the dancers fly apart, reeling here and there, bringing"
"428",140,"up against the walls of the room."
"429",140,""
"430",140,"After this there is beer for every one, the musicians included, and"
"431",140,"the revelers take a long breath and prepare for the great event of the"
"432",140,"evening, which is the acziavimas. The acziavimas is a ceremony which,"
"433",140,"once begun, will continue for three or four hours, and it involves one"
"434",140,"uninterrupted dance. The guests form a great ring, locking hands, and,"
"435",140,"when the music starts up, begin to move around in a circle. In the"
"436",140,"center stands the bride, and, one by one, the men step into the"
"437",140,"enclosure and dance with her. Each dances for several minutes--as long"
"438",140,"as he pleases; it is a very merry proceeding, with laughter and singing,"
"439",140,"and when the guest has finished, he finds himself face to face with Teta"
"440",140,"Elzbieta, who holds the hat. Into it he drops a sum of money--a dollar,"
"441",140,"or perhaps five dollars, according to his power, and his estimate of"
"442",140,"the value of the privilege. The guests are expected to pay for this"
"443",140,"entertainment; if they be proper guests, they will see that there is a"
"444",140,"neat sum left over for the bride and bridegroom to start life upon."
"445",140,""
"446",140,"Most fearful they are to contemplate, the expenses of this"
"447",140,"entertainment. They will certainly be over two hundred dollars and maybe"
"448",140,"three hundred; and three hundred dollars is more than the year's income"
"449",140,"of many a person in this room. There are able-bodied men here who work"
"450",140,"from early morning until late at night, in ice-cold cellars with a"
"451",140,"quarter of an inch of water on the floor--men who for six or seven"
"452",140,"months in the year never see the sunlight from Sunday afternoon till"
"453",140,"the next Sunday morning--and who cannot earn three hundred dollars in"
"454",140,"a year. There are little children here, scarce in their teens, who can"
"455",140,"hardly see the top of the work benches--whose parents have lied to get"
"456",140,"them their places--and who do not make the half of three hundred dollars"
"457",140,"a year, and perhaps not even the third of it. And then to spend such"
"458",140,"a sum, all in a single day of your life, at a wedding feast! (For"
"459",140,"obviously it is the same thing, whether you spend it at once for your"
"460",140,"own wedding, or in a long time, at the weddings of all your friends.)"
"461",140,""
"462",140,"It is very imprudent, it is tragic--but, ah, it is so beautiful! Bit by"
"463",140,"bit these poor people have given up everything else; but to this"
"464",140,"they cling with all the power of their souls--they cannot give up the"
"465",140,"veselija! To do that would mean, not merely to be defeated, but to"
"466",140,"acknowledge defeat--and the difference between these two things is what"
"467",140,"keeps the world going. The veselija has come down to them from a far-off"
"468",140,"time; and the meaning of it was that one might dwell within the cave"
"469",140,"and gaze upon shadows, provided only that once in his lifetime he could"
"470",140,"break his chains, and feel his wings, and behold the sun; provided that"
"471",140,"once in his lifetime he might testify to the fact that life, with all"
"472",140,"its cares and its terrors, is no such great thing after all, but merely"
"473",140,"a bubble upon the surface of a river, a thing that one may toss about"
"474",140,"and play with as a juggler tosses his golden balls, a thing that one may"
"475",140,"quaff, like a goblet of rare red wine. Thus having known himself for"
"476",140,"the master of things, a man could go back to his toil and live upon the"
"477",140,"memory all his days."
"478",140,""
"479",140,""
"480",140,"Endlessly the dancers swung round and round--when they were dizzy they"
"481",140,"swung the other way. Hour after hour this had continued--the darkness"
"482",140,"had fallen and the room was dim from the light of two smoky oil lamps."
"483",140,"The musicians had spent all their fine frenzy by now, and played only"
"484",140,"one tune, wearily, ploddingly. There were twenty bars or so of it, and"
"485",140,"when they came to the end they began again. Once every ten minutes or so"
"486",140,"they would fail to begin again, but instead would sink back exhausted; a"
"487",140,"circumstance which invariably brought on a painful and terrifying scene,"
"488",140,"that made the fat policeman stir uneasily in his sleeping place behind"
"489",140,"the door."
"490",140,""
"491",140,"It was all Marija Berczynskas. Marija was one of those hungry souls who"
"492",140,"cling with desperation to the skirts of the retreating muse. All day"
"493",140,"long she had been in a state of wonderful exaltation; and now it was"
"494",140,"leaving--and she would not let it go. Her soul cried out in the words of"
"495",140,"Faust, ""Stay, thou art fair!"" Whether it was by beer, or by shouting, or"
"496",140,"by music, or by motion, she meant that it should not go. And she would"
"497",140,"go back to the chase of it--and no sooner be fairly started than her"
"498",140,"chariot would be thrown off the track, so to speak, by the stupidity of"
"499",140,"those thrice accursed musicians. Each time, Marija would emit a howl and"
"500",140,"fly at them, shaking her fists in their faces, stamping upon the floor,"
"501",140,"purple and incoherent with rage. In vain the frightened Tamoszius would"
"502",140,"attempt to speak, to plead the limitations of the flesh; in vain would"
