"","gutenberg_id","text"
"106",500,"CHAPTER 2"
"107",500,""
"108",500,"Mastro Cherry gives the piece of wood to his friend Geppetto, who"
"109",500,"takes it to make himself a Marionette that will dance, fence, and turn"
"110",500,"somersaults."
"111",500,""
"112",500,""
"113",500,"In that very instant, a loud knock sounded on the door. ""Come in,"" said"
"114",500,"the carpenter, not having an atom of strength left with which to stand"
"115",500,"up."
"116",500,""
"117",500,"At the words, the door opened and a dapper little old man came in."
"118",500,"His name was Geppetto, but to the boys of the neighborhood he was"
"119",500,"Polendina,* on account of the wig he always wore which was just the"
"120",500,"color of yellow corn."
"121",500,""
"122",500,"     * Cornmeal mush"
"123",500,""
"124",500,"Geppetto had a very bad temper. Woe to the one who called him Polendina!"
"125",500,"He became as wild as a beast and no one could soothe him."
"126",500,""
"127",500,"""Good day, Mastro Antonio,"" said Geppetto. ""What are you doing on the"
"128",500,"floor?"""
"129",500,""
"130",500,"""I am teaching the ants their A B C's."""
"131",500,""
"132",500,"""Good luck to you!"""
"133",500,""
"134",500,"""What brought you here, friend Geppetto?"""
"135",500,""
"136",500,"""My legs. And it may flatter you to know, Mastro Antonio, that I have"
"137",500,"come to you to beg for a favor."""
"138",500,""
"139",500,"""Here I am, at your service,"" answered the carpenter, raising himself on"
"140",500,"to his knees."
"141",500,""
"142",500,"""This morning a fine idea came to me."""
"143",500,""
"144",500,"""Let's hear it."""
"145",500,""
"146",500,"""I thought of making myself a beautiful wooden Marionette. It must be"
"147",500,"wonderful, one that will be able to dance, fence, and turn somersaults."
"148",500,"With it I intend to go around the world, to earn my crust of bread and"
"149",500,"cup of wine. What do you think of it?"""
"150",500,""
"151",500,"""Bravo, Polendina!"" cried the same tiny voice which came from no one"
"152",500,"knew where."
"153",500,""
"154",500,"On hearing himself called Polendina, Mastro Geppetto turned the color of"
"155",500,"a red pepper and, facing the carpenter, said to him angrily:"
"156",500,""
"157",500,"""Why do you insult me?"""
"158",500,""
"159",500,"""Who is insulting you?"""
"160",500,""
"161",500,"""You called me Polendina."""
"162",500,""
"163",500,"""I did not."""
"164",500,""
"165",500,"""I suppose you think _I_ did! Yet I KNOW it was you."""
"166",500,""
"167",500,"""No!"""
"168",500,""
"169",500,"""Yes!"""
"170",500,""
"171",500,"""No!"""
"172",500,""
"173",500,"""Yes!"""
"174",500,""
"175",500,"And growing angrier each moment, they went from words to blows, and"
"176",500,"finally began to scratch and bite and slap each other."
"177",500,""
"178",500,"When the fight was over, Mastro Antonio had Geppetto's yellow wig in his"
"179",500,"hands and Geppetto found the carpenter's curly wig in his mouth."
"180",500,""
"181",500,"""Give me back my wig!"" shouted Mastro Antonio in a surly voice."
"182",500,""
"183",500,"""You return mine and we'll be friends."""
"184",500,""
"185",500,"The two little old men, each with his own wig back on his own head,"
"186",500,"shook hands and swore to be good friends for the rest of their lives."
"187",500,""
"188",500,"""Well then, Mastro Geppetto,"" said the carpenter, to show he bore him no"
"189",500,"ill will, ""what is it you want?"""
"190",500,""
"191",500,"""I want a piece of wood to make a Marionette. Will you give it to me?"""
"192",500,""
"193",500,"Mastro Antonio, very glad indeed, went immediately to his bench to get"
"194",500,"the piece of wood which had frightened him so much. But as he was about"
"195",500,"to give it to his friend, with a violent jerk it slipped out of his"
"196",500,"hands and hit against poor Geppetto's thin legs."
"197",500,""
"198",500,"""Ah! Is this the gentle way, Mastro Antonio, in which you make your"
"199",500,"gifts? You have made me almost lame!"""
"200",500,""
"201",500,"""I swear to you I did not do it!"""
"202",500,""
"203",500,"""It was _I_, of course!"""
"204",500,""
"205",500,"""It's the fault of this piece of wood."""
"206",500,""
"207",500,"""You're right; but remember you were the one to throw it at my legs."""
"208",500,""
"209",500,"""I did not throw it!"""
"210",500,""
"211",500,"""Liar!"""
"212",500,""
"213",500,"""Geppetto, do not insult me or I shall call you Polendina."""
"214",500,""
"215",500,"""Idiot."""
"216",500,""
"217",500,"""Polendina!"""
"218",500,""
"219",500,"""Donkey!"""
"220",500,""
"221",500,"""Polendina!"""
"222",500,""
"223",500,"""Ugly monkey!"""
"224",500,""
"225",500,"""Polendina!"""
"226",500,""
"227",500,"On hearing himself called Polendina for the third time, Geppetto lost"
"228",500,"his head with rage and threw himself upon the carpenter. Then and there"
"229",500,"they gave each other a sound thrashing."
"230",500,""
"231",500,"After this fight, Mastro Antonio had two more scratches on his nose,"
"232",500,"and Geppetto had two buttons missing from his coat. Thus having settled"
"233",500,"their accounts, they shook hands and swore to be good friends for the"
"234",500,"rest of their lives."
"235",500,""
"236",500,"Then Geppetto took the fine piece of wood, thanked Mastro Antonio, and"
"237",500,"limped away toward home."
"238",500,""
"239",500,""
"240",500,""
"241",500,"CHAPTER 3"
"242",500,""
"243",500,"As soon as he gets home, Geppetto fashions the Marionette and calls it"
"244",500,"Pinocchio. The first pranks  of the Marionette."
"245",500,""
"246",500,""
"247",500,"Little as Geppetto's house was, it was neat and comfortable. It was a"
"248",500,"small room on the ground floor, with a tiny window under the stairway."
"249",500,"The furniture could not have been much simpler: a very old chair, a"
"250",500,"rickety old bed, and a tumble-down table. A fireplace full of burning"
"251",500,"logs was painted on the wall opposite the door. Over the fire, there"
"252",500,"was painted a pot full of something which kept boiling happily away and"
"253",500,"sending up clouds of what looked like real steam."
"254",500,""
"255",500,"As soon as he reached home, Geppetto took his tools and began to cut and"
"256",500,"shape the wood into a Marionette."
"257",500,""
"258",500,"""What shall I call him?"" he said to himself. ""I think I'll call him"
"259",500,"PINOCCHIO. This name will make his fortune. I knew a whole family of"
"260",500,"Pinocchi once--Pinocchio the father, Pinocchia the mother, and Pinocchi"
"261",500,"the children--and they were all lucky. The richest of them begged for"
"262",500,"his living."""
"263",500,""
"264",500,"After choosing the name for his Marionette, Geppetto set seriously to"
"265",500,"work to make the hair, the forehead, the eyes. Fancy his surprise"
"266",500,"when he noticed that these eyes moved and then stared fixedly at him."
"267",500,"Geppetto, seeing this, felt insulted and said in a grieved tone:"
"268",500,""
"269",500,"""Ugly wooden eyes, why do you stare so?"""
"270",500,""
"271",500,"There was no answer."
"272",500,""
"273",500,"After the eyes, Geppetto made the nose, which began to stretch as soon"
"274",500,"as finished. It stretched and stretched and stretched till it became so"
"275",500,"long, it seemed endless."
"276",500,""
"277",500,"Poor Geppetto kept cutting it and cutting it, but the more he cut, the"
"278",500,"longer grew that impertinent nose. In despair he let it alone."
"279",500,""
"280",500,"Next he made the mouth."
"281",500,""
"282",500,"No sooner was it finished than it began to laugh and poke fun at him."
"283",500,""
"284",500,"""Stop laughing!"" said Geppetto angrily; but he might as well have spoken"
"285",500,"to the wall."
"286",500,""
"287",500,"""Stop laughing, I say!"" he roared in a voice of thunder."
"288",500,""
"289",500,"The mouth stopped laughing, but it stuck out a long tongue."
"290",500,""
"291",500,"Not wishing to start an argument, Geppetto made believe he saw nothing"
"292",500,"and went on with his work. After the mouth, he made the chin, then the"
"293",500,"neck, the shoulders, the stomach, the arms, and the hands."
"294",500,""
"295",500,"As he was about to put the last touches on the finger tips, Geppetto"
"296",500,"felt his wig being pulled off. He glanced up and what did he see? His"
"297",500,"yellow wig was in the Marionette's hand. ""Pinocchio, give me my wig!"""
"298",500,""
"299",500,"But instead of giving it back, Pinocchio put it on his own head, which"
"300",500,"was half swallowed up in it."
"301",500,""
"302",500,"At that unexpected trick, Geppetto became very sad and downcast, more so"
"303",500,"than he had ever been before."
"304",500,""
"305",500,"""Pinocchio, you wicked boy!"" he cried out. ""You are not yet finished,"
"306",500,"and you start out by being impudent to your poor old father. Very bad,"
"307",500,"my son, very bad!"""
"308",500,""
"309",500,"And he wiped away a tear."
"310",500,""
"311",500,"The legs and feet still had to be made. As soon as they were done,"
"312",500,"Geppetto felt a sharp kick on the tip of his nose."
"313",500,""
"314",500,"""I deserve it!"" he said to himself. ""I should have thought of this"
"315",500,"before I made him. Now it's too late!"""
"316",500,""
"317",500,"He took hold of the Marionette under the arms and put him on the floor"
"318",500,"to teach him to walk."
"319",500,""
"320",500,"Pinocchio's legs were so stiff that he could not move them, and Geppetto"
"321",500,"held his hand and showed him how to put out one foot after the other."
"322",500,""
"323",500,"When his legs were limbered up, Pinocchio started walking by himself and"
"324",500,"ran all around the room. He came to the open door, and with one leap he"
"325",500,"was out into the street. Away he flew!"
"326",500,""
"327",500,"Poor Geppetto ran after him but was unable to catch him, for Pinocchio"
"328",500,"ran in leaps and bounds, his two wooden feet, as they beat on the stones"
"329",500,"of the street, making as much noise as twenty peasants in wooden shoes."
"330",500,""
"331",500,"""Catch him! Catch him!"" Geppetto kept shouting. But the people in the"
"332",500,"street, seeing a wooden Marionette running like the wind, stood still to"
"333",500,"stare and to laugh until they cried."
"334",500,""
"335",500,"At last, by sheer luck, a Carabineer* happened along, who, hearing all"
"336",500,"that noise, thought that it might be a runaway colt, and stood bravely"
"337",500,"in the middle of the street, with legs wide apart, firmly resolved to"
"338",500,"stop it and prevent any trouble."
"339",500,""
"340",500,"     * A military policeman"
"341",500,""
"342",500,"Pinocchio saw the Carabineer from afar and tried his best to escape"
"343",500,"between the legs of the big fellow, but without success."
"344",500,""
"345",500,"The Carabineer grabbed him by the nose (it was an extremely long one and"
"346",500,"seemed made on purpose for that very thing) and returned him to Mastro"
"347",500,"Geppetto."
"348",500,""
"349",500,"The little old man wanted to pull Pinocchio's ears. Think how he felt"
"350",500,"when, upon searching for them, he discovered that he had forgotten to"
"351",500,"make them!"
"352",500,""
"353",500,"All he could do was to seize Pinocchio by the back of the neck and take"
"354",500,"him home. As he was doing so, he shook him two or three times and said"
"355",500,"to him angrily:"
"356",500,""
"357",500,"""We're going home now. When we get home, then we'll settle this matter!"""
"358",500,""
"359",500,"Pinocchio, on hearing this, threw himself on the ground and refused to"
"360",500,"take another step. One person after another gathered around the two."
"361",500,""
"362",500,"Some said one thing, some another."
"363",500,""
"364",500,"""Poor Marionette,"" called out a man. ""I am not surprised he doesn't want"
"365",500,"to go home. Geppetto, no doubt, will beat him unmercifully, he is so"
"366",500,"mean and cruel!"""
"367",500,""
"368",500,"""Geppetto looks like a good man,"" added another, ""but with boys he's a"
"369",500,"real tyrant. If we leave that poor Marionette in his hands he may tear"
"370",500,"him to pieces!"""
"371",500,""
"372",500,"They said so much that, finally, the Carabineer ended matters by setting"
"373",500,"Pinocchio at liberty and dragging Geppetto to prison. The poor old"
"374",500,"fellow did not know how to defend himself, but wept and wailed like a"
"375",500,"child and said between his sobs:"
"376",500,""
"377",500,"""Ungrateful boy! To think I tried so hard to make you a well-behaved"
"378",500,"Marionette! I deserve it, however! I should have given the matter more"
"379",500,"thought."""
"380",500,""
"381",500,"What happened after this is an almost unbelievable story, but you may"
"382",500,"read it, dear children, in the chapters that follow."
"383",500,""
"384",500,""
"385",500,""
"386",500,"CHAPTER 4"
"387",500,""
"388",500,"The story of Pinocchio and the Talking Cricket, in which one sees that"
"389",500,"bad children do not like to be corrected by those who know more than"
"390",500,"they do."
"391",500,""
"392",500,""
"393",500,"Very little time did it take to get poor old Geppetto to prison. In"
"394",500,"the meantime that rascal, Pinocchio, free now from the clutches of the"
"395",500,"Carabineer, was running wildly across fields and meadows, taking one"
"396",500,"short cut after another toward home. In his wild flight, he leaped over"
"397",500,"brambles and bushes, and across brooks and ponds, as if he were a goat"
"398",500,"or a hare chased by hounds."
"399",500,""
"400",500,"On reaching home, he found the house door half open. He slipped into"
"401",500,"the room, locked the door, and threw himself on the floor, happy at his"
"402",500,"escape."
"403",500,""
"404",500,"But his happiness lasted only a short time, for just then he heard"
"405",500,"someone saying:"
"406",500,""
"407",500,"""Cri-cri-cri!"""
"408",500,""
"409",500,"""Who is calling me?"" asked Pinocchio, greatly frightened."
"410",500,""
"411",500,"""I am!"""
"412",500,""
"413",500,"Pinocchio turned and saw a large cricket crawling slowly up the wall."
"414",500,""
"415",500,"""Tell me, Cricket, who are you?"""
"416",500,""
"417",500,"""I am the Talking Cricket and I have been living in this room for more"
"418",500,"than one hundred years."""
"419",500,""
"420",500,"""Today, however, this room is mine,"" said the Marionette, ""and if you"
"421",500,"wish to do me a favor, get out now, and don't turn around even once."""
"422",500,""
"423",500,"""I refuse to leave this spot,"" answered the Cricket, ""until I have told"
"424",500,"you a great truth."""
"425",500,""
"426",500,"""Tell it, then, and hurry."""
"427",500,""
"428",500,"""Woe to boys who refuse to obey their parents and run away from home!"
"429",500,"They will never be happy in this world, and when they are older they"
"430",500,"will be very sorry for it."""
"431",500,""
"432",500,"""Sing on, Cricket mine, as you please. What I know is, that tomorrow,"
"433",500,"at dawn, I leave this place forever. If I stay here the same thing will"
"434",500,"happen to me which happens to all other boys and girls. They are sent to"
"435",500,"school, and whether they want to or not, they must study. As for me,"
"436",500,"let me tell you, I hate to study! It's much more fun, I think, to chase"
"437",500,"after butterflies, climb trees, and steal birds' nests."""
"438",500,""
"439",500,"""Poor little silly! Don't you know that if you go on like that, you"
"440",500,"will grow into a perfect donkey and that you'll be the laughingstock of"
"441",500,"everyone?"""
"442",500,""
"443",500,"""Keep still, you ugly Cricket!"" cried Pinocchio."
"444",500,""
"445",500,"But the Cricket, who was a wise old philosopher, instead of being"
"446",500,"offended at Pinocchio's impudence, continued in the same tone:"
"447",500,""
"448",500,"""If you do not like going to school, why don't you at least learn a"
"449",500,"trade, so that you can earn an honest living?"""
"450",500,""
"451",500,"""Shall I tell you something?"" asked Pinocchio, who was beginning to lose"
"452",500,"patience. ""Of all the trades in the world, there is only one that really"
"453",500,"suits me."""
"454",500,""
"455",500,"""And what can that be?"""
"456",500,""
"457",500,"""That of eating, drinking, sleeping, playing, and wandering around from"
"458",500,"morning till night."""
"459",500,""
"460",500,"""Let me tell you, for your own good, Pinocchio,"" said the Talking"
"461",500,"Cricket in his calm voice, ""that those who follow that trade always end"
"462",500,"up in the hospital or in prison."""
"463",500,""
"464",500,"""Careful, ugly Cricket! If you make me angry, you'll be sorry!"""
"465",500,""
"466",500,"""Poor Pinocchio, I am sorry for you."""
"467",500,""
"468",500,"""Why?"""
"469",500,""
"470",500,"""Because you are a Marionette and, what is much worse, you have a wooden"
"471",500,"head."""
"472",500,""
"473",500,"At these last words, Pinocchio jumped up in a fury, took a hammer from"
"474",500,"the bench, and threw it with all his strength at the Talking Cricket."
"475",500,""
"476",500,"Perhaps he did not think he would strike it. But, sad to relate, my dear"
"477",500,"children, he did hit the Cricket, straight on its head."
"478",500,""
"479",500,"With a last weak ""cri-cri-cri"" the poor Cricket fell from the wall,"
"480",500,"dead!"
"481",500,""
"482",500,""
"483",500,""
"484",500,"CHAPTER 5"
"485",500,""
"486",500,"Pinocchio is hungry and looks for an egg to cook himself an omelet; but,"
"487",500,"to his surprise, the omelet flies out of the window."
"488",500,""
"489",500,""
"490",500,"If the Cricket's death scared Pinocchio at all, it was only for a very"
"491",500,"few moments. For, as night came on, a queer, empty feeling at the pit of"
"492",500,"his stomach reminded the Marionette that he had eaten nothing as yet."
"493",500,""
"494",500,"A boy's appetite grows very fast, and in a few moments the queer, empty"
"495",500,"feeling had become hunger, and the hunger grew bigger and bigger, until"
"496",500,"soon he was as ravenous as a bear."
"497",500,""
"498",500,"Poor Pinocchio ran to the fireplace where the pot was boiling and"
"499",500,"stretched out his hand to take the cover off, but to his amazement the"
"500",500,"pot was only painted! Think how he felt! His long nose became at least"
"501",500,"two inches longer."
"502",500,""
"503",500,"He ran about the room, dug in all the boxes and drawers, and even looked"
"504",500,"under the bed in search of a piece of bread, hard though it might be,"
"505",500,"or a cookie, or perhaps a bit of fish. A bone left by a dog would have"
"506",500,"tasted good to him! But he found nothing."
"507",500,""
"508",500,"And meanwhile his hunger grew and grew. The only relief poor Pinocchio"
"509",500,"had was to yawn; and he certainly did yawn, such a big yawn that his"
"510",500,"mouth stretched out to the tips of his ears. Soon he became dizzy and"
"511",500,"faint. He wept and wailed to himself: ""The Talking Cricket was right. It"
"512",500,"was wrong of me to disobey Father and to run away from home. If he were"
"513",500,"here now, I wouldn't be so hungry! Oh, how horrible it is to be hungry!"""
"514",500,""
"515",500,"Suddenly, he saw, among the sweepings in a corner, something round and"
"516",500,"white that looked very much like a hen's egg. In a jiffy he pounced upon"
"517",500,"it. It was an egg."
"518",500,""
"519",500,"The Marionette's joy knew no bounds. It is impossible to describe it,"
"520",500,"you must picture it to yourself. Certain that he was dreaming, he turned"
"521",500,"the egg over and over in his hands, fondled it, kissed it, and talked to"
"522",500,"it:"
"523",500,""
"524",500,"""And now, how shall I cook you? Shall I make an omelet? No, it is better"
"525",500,"to fry you in a pan! Or shall I drink you? No, the best way is to fry"
"526",500,"you in the pan. You will taste better."""
"527",500,""
"528",500,"No sooner said than done. He placed a little pan over a foot warmer full"
"529",500,"of hot coals. In the pan, instead of oil or butter, he poured a"
"530",500,"little water. As soon as the water started to boil--tac!--he broke the"
"531",500,"eggshell. But in place of the white and the yolk of the egg, a little"
"532",500,"yellow Chick, fluffy and gay and smiling, escaped from it. Bowing"
"533",500,"politely to Pinocchio, he said to him:"
"534",500,""
"535",500,"""Many, many thanks, indeed, Mr. Pinocchio, for having saved me the"
"536",500,"trouble of breaking my shell! Good-by and good luck to you and remember"
"537",500,"me to the family!"""
"538",500,""
"539",500,"With these words he spread out his wings and, darting to the open"
"540",500,"window, he flew away into space till he was out of sight."
"541",500,""
"542",500,"The poor Marionette stood as if turned to stone, with wide eyes, open"
"543",500,"mouth, and the empty halves of the egg-shell in his hands. When he came"
"544",500,"to himself, he began to cry and shriek at the top of his lungs, stamping"
"545",500,"his feet on the ground and wailing all the while:"
"546",500,""
"547",500,"""The Talking Cricket was right! If I had not run away from home and if"
"548",500,"Father were here now, I should not be dying of hunger. Oh, how horrible"
"549",500,"it is to be hungry!"""
"550",500,""
"551",500,"And as his stomach kept grumbling more than ever and he had nothing"
"552",500,"to quiet it with, he thought of going out for a walk to the near-by"
"553",500,"village, in the hope of finding some charitable person who might give"
"554",500,"him a bit of bread."
"555",500,""
"556",500,""
"557",500,""
"558",500,"CHAPTER 6"
"559",500,""
"560",500,"Pinocchio falls asleep with his feet on a foot warmer, and awakens the"
"561",500,"next day with his feet all burned off."
"562",500,""
"563",500,""
"564",500,"Pinocchio hated the dark street, but he was so hungry that, in spite of"
"565",500,"it, he ran out of the house. The night was pitch black. It thundered,"
"566",500,"and bright flashes of lightning now and again shot across the sky,"
"567",500,"turning it into a sea of fire. An angry wind blew cold and raised dense"
"568",500,"clouds of dust, while the trees shook and moaned in a weird way."
"569",500,""
"570",500,"Pinocchio was greatly afraid of thunder and lightning, but the hunger he"
"571",500,"felt was far greater than his fear. In a dozen leaps and bounds, he"
"572",500,"came to the village, tired out, puffing like a whale, and with tongue"
"573",500,"hanging."
"574",500,""
"575",500,"The whole village was dark and deserted. The stores were closed, the"
"576",500,"doors, the windows. In the streets, not even a dog could be seen. It"
"577",500,"seemed the Village of the Dead."
"578",500,""
"579",500,"Pinocchio, in desperation, ran up to a doorway, threw himself upon the"
"580",500,"bell, and pulled it wildly, saying to himself: ""Someone will surely"
"581",500,"answer that!"""
"582",500,""
"583",500,"He was right. An old man in a nightcap opened the window and looked out."
"584",500,"He called down angrily:"
"585",500,""
"586",500,"""What do you want at this hour of night?"""
"587",500,""
"588",500,"""Will you be good enough to give me a bit of bread? I am hungry."""
"589",500,""
"590",500,"""Wait a minute and I'll come right back,"" answered the old fellow,"
"591",500,"thinking he had to deal with one of those boys who love to roam around"
"592",500,"at night ringing people's bells while they are peacefully asleep."
"593",500,""
"594",500,"After a minute or two, the same voice cried:"
"595",500,""
"596",500,"""Get under the window and hold out your hat!"""
"597",500,""
"598",500,"Pinocchio had no hat, but he managed to get under the window just in"
"599",500,"time to feel a shower of ice-cold water pour down on his poor wooden"
"600",500,"head, his shoulders, and over his whole body."
"601",500,""
"602",500,"He returned home as wet as a rag, and tired out from weariness and"
"603",500,"hunger."
"604",500,""
"605",500,"As he no longer had any strength left with which to stand, he sat down"
"606",500,"on a little stool and put his two feet on the stove to dry them."
"607",500,""
"608",500,"There he fell asleep, and while he slept, his wooden feet began to burn."
"609",500,"Slowly, very slowly, they blackened and turned to ashes."
"610",500,""
"611",500,"Pinocchio snored away happily as if his feet were not his own. At dawn"
"612",500,"he opened his eyes just as a loud knocking sounded at the door."
"613",500,""
"614",500,"""Who is it?"" he called, yawning and rubbing his eyes."
"615",500,""
"616",500,"""It is I,"" answered a voice."
"617",500,""
"618",500,"It was the voice of Geppetto."
"619",500,""
"620",500,""
"621",500,""
"622",500,"CHAPTER 7"
"623",500,""
"624",500,"Geppetto returns home and gives his own breakfast to the Marionette"
"625",500,""
"626",500,""
"627",500,"The poor Marionette, who was still half asleep, had not yet found out"
"628",500,"that his two feet were burned and gone. As soon as he heard his Father's"
"629",500,"voice, he jumped up from his seat to open the door, but, as he did so,"
"630",500,"he staggered and fell headlong to the floor."
"631",500,""
"632",500,"In falling, he made as much noise as a sack of wood falling from the"
"633",500,"fifth story of a house."
"634",500,""
"635",500,"""Open the door for me!"" Geppetto shouted from the street."
"636",500,""
"637",500,"""Father, dear Father, I can't,"" answered the Marionette in despair,"
"638",500,"crying and rolling on the floor."
"639",500,""
"640",500,"""Why can't you?"""
"641",500,""
"642",500,"""Because someone has eaten my feet."""
"643",500,""
"644",500,"""And who has eaten them?"""
"645",500,""
"646",500,"""The cat,"" answered Pinocchio, seeing that little animal busily playing"
"647",500,"with some shavings in the corner of the room."
"648",500,""
"649",500,"""Open! I say,"" repeated Geppetto, ""or I'll give you a sound whipping"
"650",500,"when I get in."""
"651",500,""
"652",500,"""Father, believe me, I can't stand up. Oh, dear! Oh, dear! I shall have"
"653",500,"to walk on my knees all my life."""
"654",500,""
"655",500,"Geppetto, thinking that all these tears and cries were only other pranks"
"656",500,"of the Marionette, climbed up the side of the house and went in through"
"657",500,"the window."
"658",500,""
"659",500,"At first he was very angry, but on seeing Pinocchio stretched out on the"
"660",500,"floor and really without feet, he felt very sad and sorrowful. Picking"
"661",500,"him up from the floor, he fondled and caressed him, talking to him while"
"662",500,"the tears ran down his cheeks:"
"663",500,""
"664",500,"""My little Pinocchio, my dear little Pinocchio! How did you burn your"
"665",500,"feet?"""
"666",500,""
"667",500,"""I don't know, Father, but believe me, the night has been a terrible one"
"668",500,"and I shall remember it as long as I live. The thunder was so noisy and"
"669",500,"the lightning so bright--and I was hungry. And then the Talking Cricket"
"670",500,"said to me, 'You deserve it; you were bad;' and I said to him, 'Careful,"
"671",500,"Cricket;' and he said to me, 'You are a Marionette and you have a wooden"
"672",500,"head;' and I threw the hammer at him and killed him. It was his own"
"673",500,"fault, for I didn't want to kill him. And I put the pan on the coals,"
"674",500,"but the Chick flew away and said, 'I'll see you again! Remember me to"
"675",500,"the family.' And my hunger grew, and I went out, and the old man with a"
"676",500,"nightcap looked out of the window and threw water on me, and I came home"
"677",500,"and put my feet on the stove to dry them because I was still hungry,"
"678",500,"and I fell asleep and now my feet are gone but my hunger isn't!"
"679",500,"Oh!--Oh!--Oh!"" And poor Pinocchio began to scream and cry so loudly that"
"680",500,"he could be heard for miles around."
"681",500,""
"682",500,"Geppetto, who had understood nothing of all that jumbled talk, except"
"683",500,"that the Marionette was hungry, felt sorry for him, and pulling three"
"684",500,"pears out of his pocket, offered them to him, saying:"
"685",500,""
"686",500,"""These three pears were for my breakfast, but I give them to you gladly."
"687",500,"Eat them and stop weeping."""
"688",500,""
"689",500,"""If you want me to eat them, please peel them for me."""
"690",500,""
"691",500,"""Peel them?"" asked Geppetto, very much surprised. ""I should never have"
"692",500,"thought, dear boy of mine, that you were so dainty and fussy about your"
"693",500,"food. Bad, very bad! In this world, even as children, we must accustom"
